"cust_id","state","zip","speeddown","speedup","last","numords","dollars","sincepurch","oldmodel","refurb","eightvalve","type","income","medhvalue","buy1","training"
27950,"Nevada",89149,98.099998,9.8000002,12,1,50,18,0,1,0,"quickservice",0.69273001,1.972,0,0
70005,"New Jersey",7931,86.5,32.599998,41,2,106,27,0,1,1,"fastcasual",1.8845201,10.00001,0,1
65676,"Florida",32246,79.099998,7.9000001,31,1,38,20,0,1,0,"quickservice",0.51371002,1.413,0,0
14618,"New York",13090,49.799999,3,28,5,238,26,0,1,0,"quickservice",0.70376003,1.466,0,1
67766,"Kansas",67862,0,0,30,1,92,26,0,0,1,"quickservice",0.52762997,0.61699998,0,1
32103,"Maryland",21225,44.200001,4.4000001,34,2,130,20,1,0,1,"quickservice",0.37487,1.765,0,1
57952,"Nevada",89145,100,10,10,1,59,19,0,0,0,"quickservice",0.56524003,1.455,0,1
14082,"North Carolina",28170,21.700001,1.3,31,5,240,26,0,1,0,"other",0.32730001,0.84299999,0,1
58421,"Florida",33556,49.400002,9.8999996,15,2,44,21,0,0,0,"other",0.87326002,2.9649999,0,1
20937,"Illinois",62025,77.099998,2.4000001,17,2,123,20,0,0,0,"fastcasual",0.72877002,1.885,0,1
42615,"New York",14580,50,3,25,2,97,13,0,0,0,"quickservice",0.69189,1.791,0,1
2344,"California",95123,88.400002,22.1,41,3,26,10,0,0,0,"quickservice",0.87180001,5.0219998,0,1
19056,"Ohio",45171,17.4,1,20,1,34,33,1,0,1,"other",0.44461,1.182,0,1
67380,"New York",10025,49.5,5.5,15,1,51,36,0,1,0,"other",0.68515998,9.3459997,0,0
65076,"South Carolina",29644,90.800003,2.7,7,4,68,43,0,1,0,"quickservice",0.46112001,1.126,0,1
71810,"Illinois",60026,73.800003,7.4000001,14,5,163,28,1,0,0,"quickservice",0.90105999,5.7729998,0,1
61373,"Illinois",62208,92.599998,2.8,26,3,166,7,0,0,0,"quickservice",0.62200999,1.278,0,1
55774,"Alabama",35634,71.099998,7.0999999,20,4,152,21,0,0,1,"quickservice",0.56162,1.46,0,1
42511,"California",91754,90.099998,2.9000001,16,5,246,36,0,1,0,"quickservice",0.57630002,4.881,1,1
50819,"Iowa",50118,2.5999999,0.40000001,18,2,109,23,0,1,0,"quickservice",0.59452999,1.188,0,0
64768,"Iowa",52540,2.2,0.2,17,1,14,28,0,1,0,"quickservice",0.49037999,0.83999997,0,0
30177,"Florida",34987,19.799999,2,14,2,279,11,0,0,0,"quickservice",0.61276001,2.056,0,1
10679,"Florida",33810,49.900002,10,12,1,34,34,1,0,0,"quickservice",0.51909,1.248,0,0
25883,"Minnesota",56137,0,0,32,1,186,8,0,0,0,"quickservice",0.53035998,0.77399999,0,1
10755,"Florida",33830,59.599998,9.5,21,5,462,10,0,0,0,"quickservice",0.43503001,0.99699998,0,1
38379,"Florida",32607,42.900002,2.5999999,7,3,60,34,0,1,0,"other",0.35135001,1.715,0,1
53794,"Illinois",60187,76.800003,7.6999998,44,1,60,28,0,1,0,"quickservice",0.84419,3.3280001,1,1
39258,"Minnesota",56477,7.4000001,0.2,25,1,34,41,0,1,0,"fastcasual",0.39025,1.155,0,1
11869,"Arkansas",72335,7.5999999,0.60000002,20,1,50,21,0,0,0,"quickservice",0.31593001,0.71899998,0,1
23606,"Wisconsin",53206,50,3,20,2,56,30,0,1,0,"quickservice",0.22141001,0.67900002,0,1
16569,"California",95136,82.599998,20.700001,30,3,32,16,0,0,0,"other",0.86546999,5.1220002,0,0
39929,"California",94015,83.800003,21,13,3,45,33,1,0,1,"other",0.76977998,5.6950002,0,1
36516,"Louisiana",71377,0,0,10,3,68,47,1,0,1,"other",0.15832999,0.56699997,0,0
71335,"Michigan",49129,62.599998,6.3000002,29,1,20,15,0,0,0,"quickservice",0.56,3.493,0,1
65124,"Tennessee",38555,60.400002,2,7,4,173,9,0,0,0,"quickservice",0.35403001,1.444,0,1
57077,"Florida",33013,91.400002,9.1000004,19,1,36,42,0,1,0,"quickservice",0.29269001,1.8049999,0,1
1581,"New Jersey",7094,82.800003,41.400002,27,1,34,10,0,0,0,"quickservice",0.85391998,4.0380001,0,1
2487,"New York",11756,100,10,10,3,139,17,0,0,0,"fastcasual",0.99588001,3.579,0,0
18296,"California",95954,59.299999,14.8,20,2,32,27,1,0,0,"quickservice",0.39932001,1.6,0,1
7460,"California",92344,61.299999,1.8,18,2,38,20,1,0,0,"quickservice",0.65338999,2.007,0,1
8630,"Pennsylvania",15106,72.900002,36.400002,18,2,37,15,0,0,0,"fastcasual",0.44038001,1.041,0,1
49903,"New Mexico",87401,54.5,5.5,30,2,91,12,0,0,0,"quickservice",0.47720999,1.581,0,0
74317,"Texas",75243,49.900002,3,19,1,120,5,0,0,1,"fastcasual",0.35944,1.784,0,1
32660,"Texas",76539,5,0.69999999,13,1,62,22,0,1,0,"quickservice",0.56695998,1.515,0,1
56865,"California",91304,47,2.8,23,2,64,22,0,0,0,"fastcasual",0.58889002,4.4289999,0,0
37329,"New York",12046,50,2,31,2,99,13,0,0,0,"quickservice",0.75263,2.1370001,0,1
818,"Alabama",36310,27.6,2.8,26,1,50,15,0,0,0,"quickservice",0.33882001,0.84799999,0,1
30002,"Georgia",30904,87.900002,8.3999996,15,4,148,18,0,0,0,"fastcasual",0.30691001,1.05,0,1
64727,"Texas",77350,0.30000001,0,28,1,10,26,0,1,0,"quickservice",0.86562997,0.89200002,0,0
17202,"Virginia",23456,90.900002,9.1000004,30,2,134,7,0,0,0,"quickservice",0.92574,3.2750001,0,0
48412,"Florida",32931,48.900002,9.8000002,4,1,40,21,0,0,1,"quickservice",0.47951999,2.346,0,1
47834,"Washington",98226,75.199997,7.5,31,1,137,12,0,0,0,"quickservice",0.55952001,2.9100001,0,1
43431,"New Hampshire",3455,13.1,0.89999998,33,1,50,41,0,1,0,"quickservice",0.62540001,2.1199999,0,1
17159,"Rhode Island",2914,95.599998,9.6000004,24,1,36,26,0,1,0,"quickservice",0.40641999,2.138,0,0
32178,"California",95758,83.599998,20.9,16,3,86,18,0,0,0,"fastcasual",0.70616001,2.398,0,1
41590,"New York",13140,33.200001,2,29,1,74,6,0,0,0,"quickservice",0.44646001,0.88099998,0,1
34761,"Wisconsin",54721,21.4,0.60000002,27,1,58,11,0,0,0,"quickservice",0.48280999,1.253,0,1
37894,"New Jersey",7853,89.699997,43.700001,11,2,209,27,0,1,0,"fastcasual",1.3758301,4.5339999,0,1
30571,"Iowa",52003,78.5,7.9000001,38,1,20,14,0,0,0,"quickservice",0.61135,1.687,0,1
28050,"Tennessee",38483,48.299999,1.4,8,1,17,15,0,0,0,"fastcasual",0.4215,1.12,0,1
2103,"California",90716,50,3,29,1,24,25,0,0,0,"fastcasual",0.41909999,2.471,0,1
69408,"Virginia",22821,80.5,4.8000002,28,2,42,13,0,0,0,"fastcasual",0.49945,1.9630001,0,0
58215,"Alabama",35565,9.3000002,0.30000001,20,1,50,42,1,0,1,"other",0.26927999,0.67799997,0,0
203,"Washington",98087,73.900002,7.4000001,35,5,220,32,0,1,1,"quickservice",0.63638997,2.7379999,1,1
72834,"New Jersey",8533,98.699997,26.1,25,1,80,21,0,0,0,"quickservice",0.85301,3.437,0,1
56868,"Oklahoma",73107,50,3,23,2,44,39,0,1,0,"quickservice",0.35870001,0.88200003,0,1
23413,"Massachusetts",2740,89.5,40.200001,24,1,16,14,0,0,0,"quickservice",0.34259,2.1329999,0,0
32202,"Illinois",60187,76.800003,7.6999998,33,3,74,12,0,0,0,"quickservice",0.84419,3.3280001,0,0
10752,"New York",14850,46.700001,2.8,12,1,26,45,1,0,0,"fastcasual",0.46331,2.098,0,0
74826,"Georgia",30363,65.599998,6.5999999,15,3,146,19,0,0,0,"quickservice",0.56805998,2.0539999,0,0
39602,"Illinois",62824,0.1,0,32,5,84,24,0,0,1,"quickservice",0.40338999,0.59799999,0,1
33502,"Georgia",30152,76.5,7.5999999,27,1,36,20,0,0,0,"quickservice",0.74558997,2.099,0,1
44972,"Arizona",86512,0,0,12,1,86,29,1,0,0,"quickservice",0.25,0.81699997,0,1
39783,"Pennsylvania",15754,62.400002,31.200001,21,1,54,20,0,0,0,"quickservice",0.54190999,0.662,0,0
36691,"Mississippi",38701,11,1,24,5,180,34,1,0,0,"quickservice",0.28645,0.80800003,0,0
3027,"Ohio",44137,49.700001,3,37,2,153,27,0,0,1,"quickservice",0.36689001,0.84299999,0,0
15878,"Texas",78240,10,1.5,7,1,33,22,0,0,0,"quickservice",0.48280999,1.413,0,1
66316,"Arkansas",72916,86.5,8.6000004,30,1,37,24,0,1,0,"quickservice",0.66562998,1.698,0,1
9253,"Texas",77384,70.300003,7.0999999,41,5,278,47,1,0,1,"quickservice",0.80032003,2.2509999,0,1
23902,"California",94601,89.199997,22.299999,23,2,59,40,1,0,0,"quickservice",0.38304999,2.6730001,0,1
71864,"Maryland",21015,74.099998,7.3000002,38,1,36,12,0,0,0,"quickservice",1.01027,3.2160001,0,1
37713,"Indiana",47108,11.2,0.69999999,12,1,97,7,0,0,0,"quickservice",0.37955001,0.82700002,0,0
21824,"Florida",32643,7.5,0.5,28,3,154,19,0,0,0,"other",0.50560999,1.346,0,0
35752,"Texas",76951,0,0,32,1,150,6,0,0,1,"quickservice",0.50542998,0.71899998,0,1
44035,"New Jersey",7465,100,10,16,2,74,13,0,0,0,"other",0.95459002,3.3440001,0,1
52678,"Oklahoma",73074,0.30000001,0,44,1,60,8,0,0,1,"quickservice",0.50902998,0.87,0,1
56666,"Nevada",89121,100,10,4,2,94,35,0,1,0,"other",0.40836,1.102,0,1
27618,"New Jersey",8802,84.300003,29.9,35,2,62,38,0,1,0,"other",1.10884,3.891,0,1
27314,"Nebraska",68371,1.1,0.2,33,2,229,20,0,0,1,"quickservice",0.60312998,1.056,0,1
24783,"Florida",33449,66.599998,6.6999998,29,5,238,11,0,0,0,"other",0.99374998,3.901,0,1
39778,"Oregon",97341,68.900002,2.4000001,20,1,10,11,0,0,0,"quickservice",0.43333,2.6240001,0,1
67822,"Texas",77873,2.5,0.2,33,1,51,21,0,0,0,"quickservice",0.47159001,0.903,0,0
51757,"New York",10469,99.599998,10,7,1,30,27,0,1,0,"other",0.57775998,4.2709999,0,1
42233,"Michigan",49201,57.5,5.6999998,9,3,542,11,0,0,0,"quickservice",0.49987999,1.2690001,0,1
7794,"Vermont",5068,10.1,0.5,15,2,136,30,0,1,1,"quickservice",0.38894001,2.135,0,1
42988,"Texas",78655,8.6000004,1.3,12,2,52,14,0,0,0,"fastcasual",0.46823001,1.205,0,1
16530,"Arkansas",71933,2.2,0.2,34,1,10,23,0,0,0,"quickservice",0.58749998,1.125,0,1
26023,"Wyoming",82732,3.7,0.40000001,12,1,50,44,1,0,0,"other",0.82082999,1.761,0,0
55618,"Missouri",65721,13.6,1.1,11,2,54,30,1,0,1,"quickservice",0.52863002,1.437,0,1
11300,"Iowa",52162,2.4000001,0.30000001,27,2,159,17,0,0,0,"quickservice",0.44056001,1.061,0,1
24865,"Virginia",20124,98.800003,9.8999996,6,3,174,21,0,0,1,"other",1.674,6.4000001,0,1
33560,"Oklahoma",73533,27.4,0.80000001,19,2,72,2,0,0,0,"quickservice",0.42602,0.98699999,0,1
2503,"California",91362,49.599998,3,14,1,14,17,0,0,0,"quickservice",1.04715,6.316,0,1
65690,"California",92675,47,2.8,25,1,36,31,1,0,1,"fastcasual",0.75550997,5.2199998,0,1
72371,"Ohio",44695,3,0.2,36,4,150,35,0,1,0,"quickservice",0.38499999,0.94,0,1
40680,"Missouri",63141,99,3,33,4,80,12,0,0,0,"quickservice",1.0270801,3.737,0,1
48646,"Georgia",31033,32.700001,1,14,3,161,33,1,0,1,"quickservice",0.30412,1.036,0,1
12351,"Ohio",45133,26.9,1.6,24,3,208,2,0,0,1,"quickservice",0.38369,1.017,0,0
8703,"New York",12480,48.200001,2.9000001,35,1,22,26,0,1,0,"fastcasual",0.23125,1.745,0,1
4370,"Wisconsin",54208,54.5,1.8,18,1,47,40,1,0,1,"other",0.61381,1.7359999,0,1
45047,"Illinois",60103,64.5,6.4000001,27,1,50,16,0,0,0,"quickservice",0.93352002,2.737,0,1
55989,"Oklahoma",73013,47.799999,2.9000001,9,2,19,48,0,1,0,"other",0.75740999,1.853,0,1
49148,"Texas",75901,6.6999998,0.60000002,43,2,79,34,1,0,1,"quickservice",0.41808999,0.89099997,0,1
49960,"Alabama",35503,76.099998,2.3,32,1,74,11,0,0,0,"quickservice",0.38493001,0.85399997,0,0
763,"Florida",32701,50,10,32,4,25,12,0,0,0,"fastcasual",0.48745,1.4859999,0,1
51361,"Louisiana",71006,9.6000004,0.60000002,33,1,74,10,0,0,0,"fastcasual",0.75120002,2.0539999,0,0
38337,"Louisiana",70117,36.099998,2.2,41,2,49,24,0,0,1,"fastcasual",0.26431,1.345,0,1
33087,"Colorado",80504,53.700001,5.4000001,36,2,54,35,0,1,0,"quickservice",0.80000001,2.5810001,0,1
59084,"New York",14221,50,3,31,1,47,11,0,0,1,"quickservice",0.75189,1.808,0,1
59605,"Tennessee",37027,78.5,7.8000002,24,1,83,43,0,1,1,"quickservice",1.14257,4.4330001,0,1
57805,"Michigan",49448,58.099998,3.8,19,3,134,21,0,0,0,"fastcasual",0.45908999,1.4910001,0,1
23345,"Georgia",31513,9.8000002,0.60000002,28,2,297,15,0,0,1,"quickservice",0.36533001,0.76700002,0,0
34190,"North Carolina",27302,39.400002,2.4000001,8,1,10,2,0,0,0,"quickservice",0.53166002,1.6210001,0,1
28733,"Louisiana",70533,36.900002,3.7,21,1,8,15,0,0,0,"quickservice",0.48111999,1.045,0,1
19224,"California",95035,79.800003,19.9,14,2,192,26,0,0,0,"other",0.95437002,5.1339998,0,0
14683,"Iowa",50046,2.0999999,0.30000001,7,5,104,18,0,0,0,"quickservice",0.65780997,1.549,0,1
73133,"Missouri",64855,18.299999,1,11,4,162,44,0,1,0,"fastcasual",0.63451999,1.0420001,0,1
9794,"Oklahoma",73013,47.799999,2.9000001,31,1,17,11,0,0,1,"quickservice",0.75740999,1.853,0,1
57311,"New York",10461,98.800003,9.8999996,12,3,108,30,1,0,0,"quickservice",0.52346998,4.5469999,0,1
6048,"Colorado",80911,66.800003,6.6999998,25,1,24,8,0,0,0,"fastcasual",0.56266999,1.647,0,1
28926,"Texas",78242,9.8999996,1.5,41,1,80,27,1,0,0,"other",0.35451001,0.68199998,0,1
59926,"California",95356,90.099998,17.700001,29,1,54,16,0,0,0,"quickservice",0.62050003,2.2090001,0,1
10546,"Minnesota",56343,7,0.2,16,2,32,17,0,0,0,"fastcasual",0.48416999,1.423,0,1
13688,"Kansas",67020,11.1,1.1,2,2,46,17,0,0,0,"quickservice",0.55690002,1.003,0,0
44508,"Nebraska",68659,0,0,23,5,40,30,0,1,0,"quickservice",0.71666998,0.85000002,0,1
50562,"North Carolina",28451,42.299999,2.5,6,3,208,32,1,0,1,"fastcasual",0.49160999,1.638,0,1
39392,"Georgia",30092,81.900002,8.1999998,3,4,166,44,0,1,0,"fastcasual",0.58791,2.822,1,1
3018,"Missouri",63304,96.599998,2.9000001,37,1,26,10,0,0,0,"quickservice",0.85329002,2.0569999,0,1
2733,"California",92373,46.099998,2.8,15,3,96,34,1,0,0,"quickservice",0.65649003,3.6170001,0,0
39311,"New Jersey",8520,95.800003,36.299999,23,1,14,17,0,0,0,"quickservice",0.90293002,2.9130001,0,0
29128,"Illinois",62040,81.699997,2.5,14,4,402,27,1,0,0,"quickservice",0.45737001,0.847,1,1
53674,"Washington",98248,69.199997,6.9000001,30,1,130,16,0,0,1,"quickservice",0.58493,2.664,0,1
9809,"New Jersey",8361,84.699997,42.299999,17,2,102,10,0,0,0,"quickservice",0.71983999,2.0420001,0,0
58620,"California",90044,50,3,33,3,124,25,1,0,0,"fastcasual",0.2987,2.694,0,1
28386,"Pennsylvania",18817,50,3,37,1,80,10,0,0,0,"quickservice",0.35780999,1.188,0,1
38192,"Georgia",30813,72,6.3000002,23,1,34,27,1,0,1,"fastcasual",0.58600998,1.5599999,0,0
1361,"Connecticut",6106,86.199997,43.099998,28,1,104,34,1,0,1,"quickservice",0.26752001,1.601,0,1
36497,"Ohio",43213,50,3,10,4,50,39,1,0,0,"quickservice",0.34520999,1.015,0,1
1677,"Missouri",64085,4.1999998,0.60000002,40,3,58,8,0,0,0,"other",0.47038001,1.148,0,1
2204,"West Virginia",26224,2,0.1,36,2,59,18,0,0,0,"quickservice",0.27188,0.71100003,0,0
9432,"Florida",33774,50,10,14,5,242,43,1,0,0,"fastcasual",0.49779001,1.627,0,1
21190,"Colorado",80121,92.199997,9.1999998,19,1,30,33,1,0,0,"fastcasual",0.86228001,2.908,0,1
65470,"Indiana",47264,45.700001,4,28,2,106,5,0,0,0,"quickservice",0.53056002,1.187,0,1
22556,"Ohio",44074,24.1,1.4,28,1,80,35,0,1,0,"other",0.55633998,1.524,0,1
37452,"Kentucky",41056,0,0,11,2,104,26,0,1,0,"other",0.39554,0.98100001,0,1
29933,"Idaho",83642,42.599998,1.3,37,1,78,42,0,1,0,"quickservice",0.57089001,1.8430001,0,0
63386,"Michigan",48207,66.800003,6.6999998,16,1,30,17,0,0,1,"other",0.2209,0.59100002,0,1
54779,"Kansas",67213,90.699997,9.1000004,23,2,89,14,0,0,1,"fastcasual",0.29989001,0.64600003,0,1
23330,"North Carolina",28721,79.900002,2.5,6,2,41,41,1,0,0,"fastcasual",0.29631001,1.531,0,1
68450,"Texas",75002,42.599998,2.5999999,17,3,211,18,0,0,0,"quickservice",0.91632003,1.8609999,0,1
72526,"California",94596,87.099998,21.799999,33,1,82,33,1,0,0,"other",0.77173001,7.277,0,1
54025,"Minnesota",55117,79.300003,7.9000001,6,1,14,17,0,0,0,"quickservice",0.4404,1.735,0,0
3441,"South Carolina",29651,100,3,9,2,219,22,0,0,0,"quickservice",0.49217001,1.459,0,1
2859,"Kentucky",40437,18.5,1.1,3,1,44,10,0,0,1,"fastcasual",0.43608001,0.829,0,1
3054,"Florida",33850,49.700001,9.8999996,18,1,30,25,0,1,0,"quickservice",0.30339,0.75700003,0,0
46491,"Nebraska",68522,34.5,2.0999999,19,4,106,29,1,0,1,"other",0.59789997,1.395,0,1
44158,"Indiana",47558,0,0,7,5,124,13,0,0,1,"quickservice",0.55272001,1.613,0,1
70726,"Illinois",61443,48.599998,4.9000001,42,2,79,42,0,1,0,"quickservice",0.40586001,0.65399998,0,1
44891,"Georgia",30507,95.199997,5.4000001,12,1,103,38,0,1,0,"quickservice",0.44527,1.325,0,0
71198,"Maryland",20735,62.200001,6.1999998,42,2,32,28,0,1,1,"quickservice",1.00651,2.8900001,0,1
29415,"Texas",78828,0,0,19,1,90,23,1,0,0,"fastcasual",0.33462,0.75,0,1
42506,"Florida",32309,69.5,7,15,1,24,35,1,0,0,"quickservice",0.83765,2.4100001,0,0
8607,"New Jersey",7624,100,10,43,4,253,3,0,0,0,"quickservice",1.1960599,6.7800002,0,1
40645,"Pennsylvania",15005,82.699997,35.599998,25,1,60,12,0,0,0,"quickservice",0.62584001,1.473,0,1
67393,"Illinois",62868,0.1,0,17,2,374,17,0,0,0,"quickservice",0.47499999,0.70099998,0,1
64644,"Utah",84096,75.300003,7.5,14,1,20,32,0,1,1,"quickservice",0.75660998,2.7780001,0,1
46974,"California",92139,49.200001,3,22,2,44,38,0,1,0,"quickservice",0.58078998,2.734,0,1
16793,"Indiana",47981,21,2.0999999,20,1,40,30,0,1,0,"quickservice",0.63999999,1.781,0,1
63288,"South Carolina",29691,32.700001,2.5,15,1,52,12,0,0,0,"quickservice",0.37287,1.131,0,1
73605,"Illinois",60022,66.199997,6.5999999,18,1,24,25,0,0,1,"quickservice",1.6246001,8.8559999,0,0
18202,"Florida",32736,65.199997,6.6999998,14,4,189,8,0,0,1,"quickservice",0.54483002,1.858,0,0
340,"Pennsylvania",19138,95.699997,47.799999,11,1,40,14,0,0,1,"quickservice",0.34795001,1.079,0,1
15573,"Minnesota",55917,2.0999999,0.30000001,38,3,38,37,0,1,1,"quickservice",0.59402001,1.4069999,0,1
51066,"California",90723,47.900002,2.9000001,31,2,169,37,0,1,0,"other",0.44933999,2.5409999,0,0
43609,"New York",11550,100,10,22,1,74,21,0,1,1,"quickservice",0.53669,3.3340001,0,1
24352,"Illinois",62901,19.4,2.3,21,2,184,22,1,0,0,"quickservice",0.20995,1.202,0,0
6072,"Ohio",45419,50,3,29,3,50,3,0,0,0,"quickservice",0.66276997,1.666,0,1
32738,"Texas",75150,49.799999,3,20,1,26,10,0,0,0,"quickservice",0.45998999,1.058,0,0
71035,"Missouri",64503,13.8,1.2,21,2,97,29,0,1,0,"quickservice",0.44645,0.972,0,1
62481,"Ohio",45732,8.8999996,0.5,34,3,96,10,0,0,0,"quickservice",0.39375001,0.86000001,0,1
47791,"Kentucky",42464,12.8,1,4,1,16,17,0,0,0,"quickservice",0.28977001,0.69099998,0,0
52868,"Illinois",62901,19.4,2.3,38,1,158,40,1,0,0,"quickservice",0.20995,1.202,0,0
41691,"Colorado",80745,0.1,0,41,1,106,26,0,1,0,"quickservice",0.44062999,0.51899999,0,0
1064,"Idaho",83401,36.599998,1.1,7,3,131,24,1,0,0,"quickservice",0.47821999,1.459,0,1
73998,"New York",10461,98.800003,9.8999996,2,1,14,34,0,1,0,"quickservice",0.52346998,4.5469999,0,0
40269,"Minnesota",55804,61.900002,1.9,39,3,178,14,0,0,0,"quickservice",0.67478001,1.725,0,0
68639,"Louisiana",71292,83.699997,8.3999996,27,3,288,17,0,0,0,"quickservice",0.35490999,0.79699999,0,1
13541,"New York",12209,49.599998,3,32,1,20,25,0,1,1,"other",0.56971997,1.581,0,1
69583,"Texas",75707,11.5,1.1,26,1,18,42,0,1,0,"fastcasual",0.56559002,1.536,0,1
18524,"New York",12726,45.299999,2.7,29,2,114,12,0,0,0,"fastcasual",0.58208001,1.659,0,1
39754,"Pennsylvania",18020,50,4.8000002,17,2,104,17,0,0,1,"quickservice",0.78938001,2.582,0,1
65558,"Illinois",62825,0,0,21,4,68,40,0,1,0,"quickservice",0.39375001,0.48300001,0,1
35189,"Michigan",49755,67.099998,2,29,1,30,25,0,0,0,"quickservice",0.42313001,1.382,0,1
38522,"Kansas",67110,46.700001,4.6999998,38,1,58,35,0,1,1,"quickservice",0.67302001,1.255,0,1
73949,"Florida",32976,58.5,9.8000002,5,3,61,8,0,0,0,"other",0.31865001,0.66000003,0,0
72367,"California",94608,71.099998,17.799999,33,2,84,18,0,0,0,"quickservice",0.52787,3.4289999,0,1
72099,"Florida",34669,48.700001,9.6999998,32,1,48,25,0,0,1,"quickservice",0.39272001,1.103,0,1
67995,"Mississippi",39350,5.0999999,0.69999999,11,2,188,33,1,0,0,"fastcasual",0.37279999,0.78799999,0,1
34448,"Pennsylvania",16875,29.1,14.5,14,1,20,18,0,0,0,"quickservice",0.50781,1.841,0,1
47909,"Minnesota",56171,9,0.89999998,13,1,64,26,0,0,0,"quickservice",0.49125001,0.87800002,0,1
54411,"New Jersey",7734,97.400002,28.1,16,2,104,12,0,0,0,"fastcasual",0.50112998,2.332,0,0
22772,"Missouri",64865,9.3999996,0.40000001,36,2,74,9,0,0,0,"quickservice",0.41688001,1.01,0,1
35858,"Nebraska",68430,8.6000004,0.60000002,33,1,14,9,0,0,1,"fastcasual",0.95133001,2.997,0,1
65079,"Georgia",30016,90.800003,6.5,7,1,160,13,0,0,0,"quickservice",0.51550001,1.168,0,0
44673,"Tennessee",37129,74.400002,7.4000001,9,3,48,33,1,0,0,"fastcasual",0.62295002,1.682,0,1
13846,"Kentucky",40208,49.099998,2.9000001,15,4,176,37,1,0,0,"other",0.25760001,0.88200003,0,1
54774,"South Carolina",29334,100,3,38,2,99,41,1,0,0,"quickservice",0.47103,1.289,0,1
41147,"Hawaii",96825,41,2.5,25,1,80,39,0,1,0,"quickservice",1.08425,7.0640001,0,0
34909,"Rhode Island",2808,97.5,9.8000002,24,1,20,32,1,0,1,"quickservice",0.73382002,2.513,0,1
1155,"California",94565,82.699997,20.700001,14,1,74,42,0,1,0,"quickservice",0.55255002,2.1329999,0,1
3707,"Indiana",46371,51,5.0999999,17,1,100,21,0,0,1,"quickservice",0.68962002,1.579,0,1
17938,"Virginia",23942,12.1,2.4000001,4,3,136,11,0,0,0,"quickservice",0.42019001,1.142,0,1
52182,"Michigan",48504,92,9.1999998,32,5,102,12,0,0,0,"quickservice",0.287,0.47499999,1,1
15889,"North Carolina",28463,22.799999,1.4,8,1,84,39,0,1,0,"quickservice",0.23571,0.70099998,0,1
19030,"Illinois",62471,1.6,0.2,9,1,10,13,0,0,0,"fastcasual",0.50984001,0.917,0,1
14940,"Missouri",65654,1.3,0.1,15,2,102,24,1,0,0,"quickservice",0.21333,0.74299997,0,1
10134,"Georgia",30171,58.299999,5.8000002,19,1,14,8,0,0,0,"quickservice",0.59859002,1.399,0,1
1778,"South Carolina",29927,19.200001,1.2,26,1,50,35,1,0,0,"fastcasual",0.39449999,1.11,0,1
59079,"Florida",33175,87.800003,8.8000002,5,3,71,15,0,0,0,"other",0.49728999,2.277,0,0
49278,"Missouri",65757,14.3,1.3,17,1,152,22,0,0,1,"quickservice",0.50342,1.4579999,0,1
30934,"Alabama",35235,74.800003,2.4000001,18,1,27,18,0,0,1,"other",0.49336001,1.1799999,0,0
1127,"Maine",4988,44.5,2.7,3,4,45,9,0,0,1,"quickservice",0.38332999,1.45,0,1
65136,"Tennessee",37663,88.300003,5,23,2,54,11,0,0,0,"quickservice",0.55000001,1.549,0,0
2134,"Arkansas",71701,4.9000001,0.40000001,10,1,72,15,0,0,0,"fastcasual",0.31388,0.73500001,0,0
20324,"California",90046,50,3,20,5,99,23,1,0,0,"other",0.52640998,8.7309999,0,1
74367,"Wisconsin",53222,50,3,10,1,50,22,0,1,0,"other",0.52389997,1.488,0,0
64260,"Minnesota",56156,33.900002,2,25,1,80,13,0,0,1,"fastcasual",0.42703,1.21,0,1
27636,"New Mexico",87556,0,0,20,1,92,6,0,0,0,"quickservice",0.28795001,1.375,0,1
52595,"Mississippi",39074,3,0.40000001,26,1,20,21,1,0,0,"other",0.33665001,0.65700001,0,0
50214,"Missouri",63043,93.099998,2.8,20,1,34,8,0,0,1,"fastcasual",0.61299998,1.5319999,0,1
21834,"Illinois",61032,53.5,5.4000001,18,1,18,23,0,0,1,"fastcasual",0.39546999,0.88599998,0,0
2457,"Texas",75126,7.3000002,0.60000002,29,3,48,13,0,0,0,"quickservice",0.85676998,1.573,0,0
45416,"New York",10977,100,10,28,1,14,30,1,0,0,"fastcasual",0.60549003,3.9519999,0,0
6378,"Oregon",97124,85.800003,8.6000004,16,1,62,15,0,0,0,"quickservice",0.69724,2.72,0,1
10581,"Pennsylvania",19154,67.800003,33.900002,22,1,98,1,0,0,0,"quickservice",0.58319002,2.04,0,1
21154,"Texas",76710,9.8000002,1.5,36,2,66,18,0,0,0,"quickservice",0.37195,1.156,0,0
63057,"California",95127,94.5,23.6,25,1,4,17,0,0,1,"quickservice",0.68379003,4.1960001,0,0
27694,"New Hampshire",3872,49.5,3,30,3,206,22,0,0,1,"quickservice",0.48899999,2.033,0,1
24670,"Tennessee",37067,63.099998,6.3000002,42,4,188,25,0,1,0,"quickservice",0.95155001,3.6489999,0,1
18912,"Arizona",85023,100,10,9,1,44,14,0,0,0,"quickservice",0.472,1.535,0,1
33412,"New York",12937,48.599998,2.9000001,27,1,10,27,0,0,0,"quickservice",0.41323999,0.70599997,0,1
66762,"Ohio",43206,50,3,12,5,178,19,0,0,1,"quickservice",0.40720001,1.073,0,1
9301,"Hawaii",96740,49.799999,3,9,3,192,15,0,0,0,"quickservice",0.61874998,4.3920002,0,0
